,DateRep,day,month,year,Cases,Deaths,Countries.and.territories,geoId,countryterritoryCode,popData2018,t
3598,15/02/2020,15,2,2020,0,0,Italy,IT,ITA,60431283,2020.12295081967
3597,16/02/2020,16,2,2020,0,0,Italy,IT,ITA,60431283,2020.12568306011
3596,17/02/2020,17,2,2020,0,0,Italy,IT,ITA,60431283,2020.12841530055
3595,18/02/2020,18,2,2020,0,0,Italy,IT,ITA,60431283,2020.13114754098
3594,19/02/2020,19,2,2020,0,0,Italy,IT,ITA,60431283,2020.13387978142
3593,20/02/2020,20,2,2020,0,0,Italy,IT,ITA,60431283,2020.13661202186
3592,21/02/2020,21,2,2020,0,0,Italy,IT,ITA,60431283,2020.1393442623
3591,22/02/2020,22,2,2020,14,0,Italy,IT,ITA,60431283,2020.14207650273
3590,23/02/2020,23,2,2020,62,2,Italy,IT,ITA,60431283,2020.14480874317
3589,24/02/2020,24,2,2020,53,0,Italy,IT,ITA,60431283,2020.14754098361
3588,25/02/2020,25,2,2020,97,4,Italy,IT,ITA,60431283,2020.15027322404
3587,26/02/2020,26,2,2020,93,5,Italy,IT,ITA,60431283,2020.15300546448
3586,27/02/2020,27,2,2020,78,1,Italy,IT,ITA,60431283,2020.15573770492
3585,28/02/2020,28,2,2020,250,5,Italy,IT,ITA,60431283,2020.15846994536
3584,29/02/2020,29,2,2020,238,4,Italy,IT,ITA,60431283,2020.16120218579
3583,01/03/2020,1,3,2020,240,8,Italy,IT,ITA,60431283,2020.16393442623
3582,02/03/2020,2,3,2020,561,6,Italy,IT,ITA,60431283,2020.16666666667
3581,03/03/2020,3,3,2020,146,17,Italy,IT,ITA,60431283,2020.1693989071
3580,04/03/2020,4,3,2020,667,28,Italy,IT,ITA,60431283,2020.17213114754
3579,05/03/2020,5,3,2020,587,27,Italy,IT,ITA,60431283,2020.17486338798
3578,06/03/2020,6,3,2020,769,41,Italy,IT,ITA,60431283,2020.17759562842
3577,07/03/2020,7,3,2020,778,49,Italy,IT,ITA,60431283,2020.18032786885
3576,08/03/2020,8,3,2020,1247,36,Italy,IT,ITA,60431283,2020.18306010929
3575,09/03/2020,9,3,2020,1492,133,Italy,IT,ITA,60431283,2020.18579234973
3574,10/03/2020,10,3,2020,1797,98,Italy,IT,ITA,60431283,2020.18852459016
3573,11/03/2020,11,3,2020,977,167,Italy,IT,ITA,60431283,2020.1912568306
3572,12/03/2020,12,3,2020,2313,196,Italy,IT,ITA,60431283,2020.19398907104
3571,13/03/2020,13,3,2020,2651,189,Italy,IT,ITA,60431283,2020.19672131148
3570,14/03/2020,14,3,2020,2547,252,Italy,IT,ITA,60431283,2020.19945355191
3569,15/03/2020,15,3,2020,90,173,Italy,IT,ITA,60431283,2020.20218579235
3568,16/03/2020,16,3,2020,6230,370,Italy,IT,ITA,60431283,2020.20491803279
3567,17/03/2020,17,3,2020,4000,347,Italy,IT,ITA,60431283,2020.20765027322
3566,18/03/2020,18,3,2020,3526,347,Italy,IT,ITA,60431283,2020.21038251366
3565,19/03/2020,19,3,2020,4207,473,Italy,IT,ITA,60431283,2020.2131147541
3564,20/03/2020,20,3,2020,5322,429,Italy,IT,ITA,60431283,2020.21584699454
3563,21/03/2020,21,3,2020,5986,625,Italy,IT,ITA,60431283,2020.21857923497
3562,22/03/2020,22,3,2020,6557,795,Italy,IT,ITA,60431283,2020.22131147541
3561,23/03/2020,23,3,2020,5560,649,Italy,IT,ITA,60431283,2020.22404371585
3560,24/03/2020,24,3,2020,4789,601,Italy,IT,ITA,60431283,2020.22677595628
3559,25/03/2020,25,3,2020,5249,743,Italy,IT,ITA,60431283,2020.22950819672
3558,26/03/2020,26,3,2020,5210,685,Italy,IT,ITA,60431283,2020.23224043716
3557,27/03/2020,27,3,2020,6153,660,Italy,IT,ITA,60431283,2020.2349726776
3556,28/03/2020,28,3,2020,5959,971,Italy,IT,ITA,60431283,2020.23770491803
3660,12/03/2020,12,3,2020,2,0,Jamaica,JM,JAM,2934855,2020.19398907104
3659,13/03/2020,13,3,2020,4,0,Jamaica,JM,JAM,2934855,2020.19672131148
3658,14/03/2020,14,3,2020,2,0,Jamaica,JM,JAM,2934855,2020.19945355191
3657,16/03/2020,16,3,2020,2,0,Jamaica,JM,JAM,2934855,2020.20491803279
3656,17/03/2020,17,3,2020,0,0,Jamaica,JM,JAM,2934855,2020.20765027322
3655,18/03/2020,18,3,2020,3,0,Jamaica,JM,JAM,2934855,2020.21038251366
3654,19/03/2020,19,3,2020,2,0,Jamaica,JM,JAM,2934855,2020.2131147541
3653,20/03/2020,20,3,2020,1,0,Jamaica,JM,JAM,2934855,2020.21584699454
3652,21/03/2020,21,3,2020,3,0,Jamaica,JM,JAM,2934855,2020.21857923497
3651,22/03/2020,22,3,2020,0,0,Jamaica,JM,JAM,2934855,2020.22131147541
3650,23/03/2020,23,3,2020,0,0,Jamaica,JM,JAM,2934855,2020.22404371585
3649,24/03/2020,24,3,2020,0,0,Jamaica,JM,JAM,2934855,2020.22677595628
3648,25/03/2020,25,3,2020,2,1,Jamaica,JM,JAM,2934855,2020.22950819672
3647,26/03/2020,26,3,2020,4,0,Jamaica,JM,JAM,2934855,2020.23224043716
3646,27/03/2020,27,3,2020,1,0,Jamaica,JM,JAM,2934855,2020.2349726776
3645,28/03/2020,28,3,2020,0,0,Jamaica,JM,JAM,2934855,2020.23770491803
3749,31/12/2019,31,12,2019,0,0,Japan,JP,JPN,126529100,2019.99726027397
3748,01/01/2020,1,1,2020,0,0,Japan,JP,JPN,126529100,2020
3747,02/01/2020,2,1,2020,0,0,Japan,JP,JPN,126529100,2020.00273224044
3746,03/01/2020,3,1,2020,0,0,Japan,JP,JPN,126529100,2020.00546448087
3745,04/01/2020,4,1,2020,0,0,Japan,JP,JPN,126529100,2020.00819672131
3744,05/01/2020,5,1,2020,0,0,Japan,JP,JPN,126529100,2020.01092896175
3743,06/01/2020,6,1,2020,0,0,Japan,JP,JPN,126529100,2020.01366120219
3742,07/01/2020,7,1,2020,0,0,Japan,JP,JPN,126529100,2020.01639344262
3741,08/01/2020,8,1,2020,0,0,Japan,JP,JPN,126529100,2020.01912568306
3740,09/01/2020,9,1,2020,0,0,Japan,JP,JPN,126529100,2020.0218579235
3739,10/01/2020,10,1,2020,0,0,Japan,JP,JPN,126529100,2020.02459016393
3738,11/01/2020,11,1,2020,0,0,Japan,JP,JPN,126529100,2020.02732240437
3737,12/01/2020,12,1,2020,0,0,Japan,JP,JPN,126529100,2020.03005464481
3736,13/01/2020,13,1,2020,0,0,Japan,JP,JPN,126529100,2020.03278688525
3735,14/01/2020,14,1,2020,0,0,Japan,JP,JPN,126529100,2020.03551912568
3734,15/01/2020,15,1,2020,1,0,Japan,JP,JPN,126529100,2020.03825136612
3733,16/01/2020,16,1,2020,0,0,Japan,JP,JPN,126529100,2020.04098360656
3732,17/01/2020,17,1,2020,0,0,Japan,JP,JPN,126529100,2020.04371584699
3731,18/01/2020,18,1,2020,0,0,Japan,JP,JPN,126529100,2020.04644808743
3730,19/01/2020,19,1,2020,0,0,Japan,JP,JPN,126529100,2020.04918032787
3729,20/01/2020,20,1,2020,0,0,Japan,JP,JPN,126529100,2020.05191256831
3728,21/01/2020,21,1,2020,0,0,Japan,JP,JPN,126529100,2020.05464480874
3727,22/01/2020,22,1,2020,0,0,Japan,JP,JPN,126529100,2020.05737704918
3726,23/01/2020,23,1,2020,0,0,Japan,JP,JPN,126529100,2020.06010928962
3725,24/01/2020,24,1,2020,1,0,Japan,JP,JPN,126529100,2020.06284153005
3724,25/01/2020,25,1,2020,0,0,Japan,JP,JPN,126529100,2020.06557377049
3723,26/01/2020,26,1,2020,1,0,Japan,JP,JPN,126529100,2020.06830601093
3722,27/01/2020,27,1,2020,0,0,Japan,JP,JPN,126529100,2020.07103825137
3721,28/01/2020,28,1,2020,1,0,Japan,JP,JPN,126529100,2020.0737704918
3720,29/01/2020,29,1,2020,3,0,Japan,JP,JPN,126529100,2020.07650273224
3719,30/01/2020,30,1,2020,4,0,Japan,JP,JPN,126529100,2020.07923497268
3718,31/01/2020,31,1,2020,3,0,Japan,JP,JPN,126529100,2020.08196721311
3717,01/02/2020,1,2,2020,1,0,Japan,JP,JPN,126529100,2020.08469945355
3716,02/02/2020,2,2,2020,4,0,Japan,JP,JPN,126529100,2020.08743169399
3715,03/02/2020,3,2,2020,1,0,Japan,JP,JPN,126529100,2020.09016393443
3714,04/02/2020,4,2,2020,0,0,Japan,JP,JPN,126529100,2020.09289617486
3713,05/02/2020,5,2,2020,5,0,Japan,JP,JPN,126529100,2020.0956284153
3712,06/02/2020,6,2,2020,0,0,Japan,JP,JPN,126529100,2020.09836065574
3711,07/02/2020,7,2,2020,0,0,Japan,JP,JPN,126529100,2020.10109289617
3710,08/02/2020,8,2,2020,0,0,Japan,JP,JPN,126529100,2020.10382513661
3709,09/02/2020,9,2,2020,0,0,Japan,JP,JPN,126529100,2020.10655737705
3708,10/02/2020,10,2,2020,0,0,Japan,JP,JPN,126529100,2020.10928961749
3707,11/02/2020,11,2,2020,0,0,Japan,JP,JPN,126529100,2020.11202185792
3706,12/02/2020,12,2,2020,0,0,Japan,JP,JPN,126529100,2020.11475409836
3705,13/02/2020,13,2,2020,4,1,Japan,JP,JPN,126529100,2020.1174863388
3704,14/02/2020,14,2,2020,1,0,Japan,JP,JPN,126529100,2020.12021857923
3703,15/02/2020,15,2,2020,8,0,Japan,JP,JPN,126529100,2020.12295081967
3702,16/02/2020,16,2,2020,14,0,Japan,JP,JPN,126529100,2020.12568306011
3701,17/02/2020,17,2,2020,7,0,Japan,JP,JPN,126529100,2020.12841530055
3700,18/02/2020,18,2,2020,0,0,Japan,JP,JPN,126529100,2020.13114754098
3699,19/02/2020,19,2,2020,7,0,Japan,JP,JPN,126529100,2020.13387978142
3698,20/02/2020,20,2,2020,18,0,Japan,JP,JPN,126529100,2020.13661202186
3697,21/02/2020,21,2,2020,9,0,Japan,JP,JPN,126529100,2020.1393442623
3696,22/02/2020,22,2,2020,12,0,Japan,JP,JPN,126529100,2020.14207650273
3695,23/02/2020,23,2,2020,27,0,Japan,JP,JPN,126529100,2020.14480874317
3694,24/02/2020,24,2,2020,12,0,Japan,JP,JPN,126529100,2020.14754098361
3693,25/02/2020,25,2,2020,0,0,Japan,JP,JPN,126529100,2020.15027322404
3692,26/02/2020,26,2,2020,20,0,Japan,JP,JPN,126529100,2020.15300546448
3691,27/02/2020,27,2,2020,22,2,Japan,JP,JPN,126529100,2020.15573770492
3690,28/02/2020,28,2,2020,24,0,Japan,JP,JPN,126529100,2020.15846994536
3689,29/02/2020,29,2,2020,20,0,Japan,JP,JPN,126529100,2020.16120218579
3688,01/03/2020,1,3,2020,9,2,Japan,JP,JPN,126529100,2020.16393442623
3687,02/03/2020,2,3,2020,15,1,Japan,JP,JPN,126529100,2020.16666666667
3686,03/03/2020,3,3,2020,0,0,Japan,JP,JPN,126529100,2020.1693989071
3685,04/03/2020,4,3,2020,14,0,Japan,JP,JPN,126529100,2020.17213114754
3684,05/03/2020,5,3,2020,49,0,Japan,JP,JPN,126529100,2020.17486338798
3683,06/03/2020,6,3,2020,32,0,Japan,JP,JPN,126529100,2020.17759562842
3682,07/03/2020,7,3,2020,59,0,Japan,JP,JPN,126529100,2020.18032786885
3681,08/03/2020,8,3,2020,47,0,Japan,JP,JPN,126529100,2020.18306010929
3680,09/03/2020,9,3,2020,33,1,Japan,JP,JPN,126529100,2020.18579234973
3679,10/03/2020,10,3,2020,26,2,Japan,JP,JPN,126529100,2020.18852459016
3678,11/03/2020,11,3,2020,54,3,Japan,JP,JPN,126529100,2020.1912568306
3677,12/03/2020,12,3,2020,51,3,Japan,JP,JPN,126529100,2020.19398907104
3676,13/03/2020,13,3,2020,56,4,Japan,JP,JPN,126529100,2020.19672131148
3675,14/03/2020,14,3,2020,62,2,Japan,JP,JPN,126529100,2020.19945355191
3674,15/03/2020,15,3,2020,43,1,Japan,JP,JPN,126529100,2020.20218579235
3673,16/03/2020,16,3,2020,34,2,Japan,JP,JPN,126529100,2020.20491803279
3672,17/03/2020,17,3,2020,10,4,Japan,JP,JPN,126529100,2020.20765027322
3671,18/03/2020,18,3,2020,5,0,Japan,JP,JPN,126529100,2020.21038251366
3670,19/03/2020,19,3,2020,44,1,Japan,JP,JPN,126529100,2020.2131147541
3669,20/03/2020,20,3,2020,77,4,Japan,JP,JPN,126529100,2020.21584699454
3668,21/03/2020,21,3,2020,57,2,Japan,JP,JPN,126529100,2020.21857923497
3667,22/03/2020,22,3,2020,39,1,Japan,JP,JPN,126529100,2020.22131147541
3666,23/03/2020,23,3,2020,43,5,Japan,JP,JPN,126529100,2020.22404371585
3665,24/03/2020,24,3,2020,39,1,Japan,JP,JPN,126529100,2020.22677595628
3664,25/03/2020,25,3,2020,65,1,Japan,JP,JPN,126529100,2020.22950819672
3663,26/03/2020,26,3,2020,75,2,Japan,JP,JPN,126529100,2020.23224043716
3662,27/03/2020,27,3,2020,96,1,Japan,JP,JPN,126529100,2020.2349726776
3661,28/03/2020,28,3,2020,135,3,Japan,JP,JPN,126529100,2020.23770491803
3758,20/03/2020,20,3,2020,5,0,Jersey,JE,JEY,106800,2020.21584699454
3757,21/03/2020,21,3,2020,7,0,Jersey,JE,JEY,106800,2020.21857923497
3756,22/03/2020,22,3,2020,0,0,Jersey,JE,JEY,106800,2020.22131147541
3755,23/03/2020,23,3,2020,3,0,Jersey,JE,JEY,106800,2020.22404371585
3754,24/03/2020,24,3,2020,3,0,Jersey,JE,JEY,106800,2020.22677595628
3753,25/03/2020,25,3,2020,0,0,Jersey,JE,JEY,106800,2020.22950819672
3752,26/03/2020,26,3,2020,0,0,Jersey,JE,JEY,106800,2020.23224043716
3751,27/03/2020,27,3,2020,14,1,Jersey,JE,JEY,106800,2020.2349726776
3750,28/03/2020,28,3,2020,20,0,Jersey,JE,JEY,106800,2020.23770491803
3774,03/03/2020,3,3,2020,1,0,Jordan,JO,JOR,9956011,2020.1693989071
3773,08/03/2020,8,3,2020,0,0,Jordan,JO,JOR,9956011,2020.18306010929
3772,15/03/2020,15,3,2020,0,0,Jordan,JO,JOR,9956011,2020.20218579235
3771,16/03/2020,16,3,2020,14,0,Jordan,JO,JOR,9956011,2020.20491803279
3770,17/03/2020,17,3,2020,1,0,Jordan,JO,JOR,9956011,2020.20765027322
3769,18/03/2020,18,3,2020,19,0,Jordan,JO,JOR,9956011,2020.21038251366
3768,19/03/2020,19,3,2020,17,0,Jordan,JO,JOR,9956011,2020.2131147541
3767,20/03/2020,20,3,2020,4,0,Jordan,JO,JOR,9956011,2020.21584699454
3766,21/03/2020,21,3,2020,13,0,Jordan,JO,JOR,9956011,2020.21857923497
3765,22/03/2020,22,3,2020,15,0,Jordan,JO,JOR,9956011,2020.22131147541
3764,23/03/2020,23,3,2020,15,0,Jordan,JO,JOR,9956011,2020.22404371585
3763,24/03/2020,24,3,2020,13,0,Jordan,JO,JOR,9956011,2020.22677595628
3762,25/03/2020,25,3,2020,15,0,Jordan,JO,JOR,9956011,2020.22950819672
3761,26/03/2020,26,3,2020,26,0,Jordan,JO,JOR,9956011,2020.23224043716
3760,27/03/2020,27,3,2020,19,0,Jordan,JO,JOR,9956011,2020.2349726776
3759,28/03/2020,28,3,2020,40,0,Jordan,JO,JOR,9956011,2020.23770491803
3788,15/03/2020,15,3,2020,6,0,Kazakhstan,KZ,KAZ,18276499,2020.20218579235
3787,16/03/2020,16,3,2020,3,0,Kazakhstan,KZ,KAZ,18276499,2020.20491803279
3786,17/03/2020,17,3,2020,2,0,Kazakhstan,KZ,KAZ,18276499,2020.20765027322
3785,18/03/2020,18,3,2020,22,0,Kazakhstan,KZ,KAZ,18276499,2020.21038251366
3784,19/03/2020,19,3,2020,4,0,Kazakhstan,KZ,KAZ,18276499,2020.2131147541
3783,20/03/2020,20,3,2020,12,0,Kazakhstan,KZ,KAZ,18276499,2020.21584699454
3782,21/03/2020,21,3,2020,4,0,Kazakhstan,KZ,KAZ,18276499,2020.21857923497
3781,22/03/2020,22,3,2020,3,0,Kazakhstan,KZ,KAZ,18276499,2020.22131147541
3780,23/03/2020,23,3,2020,4,0,Kazakhstan,KZ,KAZ,18276499,2020.22404371585
3779,24/03/2020,24,3,2020,2,0,Kazakhstan,KZ,KAZ,18276499,2020.22677595628
3778,25/03/2020,25,3,2020,17,0,Kazakhstan,KZ,KAZ,18276499,2020.22950819672
3777,26/03/2020,26,3,2020,9,0,Kazakhstan,KZ,KAZ,18276499,2020.23224043716
3776,27/03/2020,27,3,2020,32,0,Kazakhstan,KZ,KAZ,18276499,2020.2349726776
3775,28/03/2020,28,3,2020,73,0,Kazakhstan,KZ,KAZ,18276499,2020.23770491803
3803,14/03/2020,14,3,2020,1,0,Kenya,KE,KEN,51393010,2020.19945355191
3802,15/03/2020,15,3,2020,0,0,Kenya,KE,KEN,51393010,2020.20218579235
3801,16/03/2020,16,3,2020,2,0,Kenya,KE,KEN,51393010,2020.20491803279
3800,17/03/2020,17,3,2020,0,0,Kenya,KE,KEN,51393010,2020.20765027322
3799,18/03/2020,18,3,2020,1,0,Kenya,KE,KEN,51393010,2020.21038251366
3798,19/03/2020,19,3,2020,3,0,Kenya,KE,KEN,51393010,2020.2131147541
3797,20/03/2020,20,3,2020,0,0,Kenya,KE,KEN,51393010,2020.21584699454
3796,21/03/2020,21,3,2020,0,0,Kenya,KE,KEN,51393010,2020.21857923497
3795,22/03/2020,22,3,2020,0,0,Kenya,KE,KEN,51393010,2020.22131147541
3794,23/03/2020,23,3,2020,8,0,Kenya,KE,KEN,51393010,2020.22404371585
3793,24/03/2020,24,3,2020,1,0,Kenya,KE,KEN,51393010,2020.22677595628
3792,25/03/2020,25,3,2020,9,0,Kenya,KE,KEN,51393010,2020.22950819672
3791,26/03/2020,26,3,2020,0,0,Kenya,KE,KEN,51393010,2020.23224043716
3790,27/03/2020,27,3,2020,6,1,Kenya,KE,KEN,51393010,2020.2349726776
3789,28/03/2020,28,3,2020,0,0,Kenya,KE,KEN,51393010,2020.23770491803
3816,16/03/2020,16,3,2020,2,0,Kosovo,XK,XKX,1845300,2020.20491803279
3815,17/03/2020,17,3,2020,0,0,Kosovo,XK,XKX,1845300,2020.20765027322
3814,18/03/2020,18,3,2020,17,0,Kosovo,XK,XKX,1845300,2020.21038251366
3813,19/03/2020,19,3,2020,0,0,Kosovo,XK,XKX,1845300,2020.2131147541
3812,20/03/2020,20,3,2020,2,0,Kosovo,XK,XKX,1845300,2020.21584699454
3811,21/03/2020,21,3,2020,3,0,Kosovo,XK,XKX,1845300,2020.21857923497
3810,22/03/2020,22,3,2020,0,0,Kosovo,XK,XKX,1845300,2020.22131147541
3809,23/03/2020,23,3,2020,7,1,Kosovo,XK,XKX,1845300,2020.22404371585
3808,24/03/2020,24,3,2020,30,0,Kosovo,XK,XKX,1845300,2020.22677595628
3807,25/03/2020,25,3,2020,2,0,Kosovo,XK,XKX,1845300,2020.22950819672
3806,26/03/2020,26,3,2020,8,0,Kosovo,XK,XKX,1845300,2020.23224043716
3805,27/03/2020,27,3,2020,8,0,Kosovo,XK,XKX,1845300,2020.2349726776
3804,28/03/2020,28,3,2020,7,0,Kosovo,XK,XKX,1845300,2020.23770491803
3902,31/12/2019,31,12,2019,0,0,Kuwait,KW,KWT,4137309,2019.99726027397
3901,01/01/2020,1,1,2020,0,0,Kuwait,KW,KWT,4137309,2020
3900,02/01/2020,2,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.00273224044
3899,03/01/2020,3,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.00546448087
3898,04/01/2020,4,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.00819672131
3897,05/01/2020,5,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.01092896175
3896,06/01/2020,6,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.01366120219
3895,07/01/2020,7,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.01639344262
3894,08/01/2020,8,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.01912568306
3893,09/01/2020,9,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.0218579235
3892,10/01/2020,10,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.02459016393
3891,11/01/2020,11,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.02732240437
3890,12/01/2020,12,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.03005464481
3889,13/01/2020,13,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.03278688525
3888,14/01/2020,14,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.03551912568
3887,15/01/2020,15,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.03825136612
3886,16/01/2020,16,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.04098360656
3885,17/01/2020,17,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.04371584699
3884,18/01/2020,18,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.04644808743
3883,19/01/2020,19,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.04918032787
3882,20/01/2020,20,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.05191256831
3881,21/01/2020,21,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.05464480874
3880,22/01/2020,22,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.05737704918
3879,23/01/2020,23,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.06010928962
3878,24/01/2020,24,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.06284153005
3877,25/01/2020,25,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.06557377049
3876,26/01/2020,26,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.06830601093
3875,27/01/2020,27,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.07103825137
3874,28/01/2020,28,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.0737704918
3873,29/01/2020,29,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.07650273224
3872,30/01/2020,30,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.07923497268
3871,31/01/2020,31,1,2020,0,0,Kuwait,KW,KWT,4137309,2020.08196721311
3870,01/02/2020,1,2,2020,0,0,Kuwait,KW,KWT,4137309,2020.08469945355
3869,02/02/2020,2,2,2020,0,0,Kuwait,KW,KWT,4137309,2020.08743169399
3868,03/02/2020,3,2,2020,0,0,Kuwait,KW,KWT,4137309,2020.09016393443
3867,04/02/2020,4,2,2020,0,0,Kuwait,KW,KWT,4137309,2020.09289617486
3866,05/02/2020,5,2,2020,0,0,Kuwait,KW,KWT,4137309,2020.0956284153
3865,06/02/2020,6,2,2020,0,0,Kuwait,KW,KWT,4137309,2020.09836065574
3864,07/02/2020,7,2,2020,0,0,Kuwait,KW,KWT,4137309,2020.10109289617
3863,08/02/2020,8,2,2020,0,0,Kuwait,KW,KWT,4137309,2020.10382513661
3862,09/02/2020,9,2,2020,0,0,Kuwait,KW,KWT,4137309,2020.10655737705
3861,10/02/2020,10,2,2020,0,0,Kuwait,KW,KWT,4137309,2020.10928961749
3860,11/02/2020,11,2,2020,0,0,Kuwait,KW,KWT,4137309,2020.11202185792
3859,12/02/2020,12,2,2020,0,0,Kuwait,KW,KWT,4137309,2020.11475409836
3858,13/02/2020,13,2,2020,0,0,Kuwait,KW,KWT,4137309,2020.1174863388
3857,14/02/2020,14,2,2020,0,0,Kuwait,KW,KWT,4137309,2020.12021857923
3856,15/02/2020,15,2,2020,0,0,Kuwait,KW,KWT,4137309,2020.12295081967
3855,16/02/2020,16,2,2020,0,0,Kuwait,KW,KWT,4137309,2020.12568306011
3854,17/02/2020,17,2,2020,0,0,Kuwait,KW,KWT,4137309,2020.12841530055
3853,18/02/2020,18,2,2020,0,0,Kuwait,KW,KWT,4137309,2020.13114754098
3852,19/02/2020,19,2,2020,0,0,Kuwait,KW,KWT,4137309,2020.13387978142
3851,20/02/2020,20,2,2020,0,0,Kuwait,KW,KWT,4137309,2020.13661202186
3850,21/02/2020,21,2,2020,0,0,Kuwait,KW,KWT,4137309,2020.1393442623
3849,22/02/2020,22,2,2020,0,0,Kuwait,KW,KWT,4137309,2020.14207650273
3848,23/02/2020,23,2,2020,0,0,Kuwait,KW,KWT,4137309,2020.14480874317
3847,24/02/2020,24,2,2020,3,0,Kuwait,KW,KWT,4137309,2020.14754098361
3846,25/02/2020,25,2,2020,2,0,Kuwait,KW,KWT,4137309,2020.15027322404
3845,26/02/2020,26,2,2020,6,0,Kuwait,KW,KWT,4137309,2020.15300546448
3844,27/02/2020,27,2,2020,15,0,Kuwait,KW,KWT,4137309,2020.15573770492
3843,28/02/2020,28,2,2020,17,0,Kuwait,KW,KWT,4137309,2020.15846994536
3842,29/02/2020,29,2,2020,2,0,Kuwait,KW,KWT,4137309,2020.16120218579
3841,01/03/2020,1,3,2020,0,0,Kuwait,KW,KWT,4137309,2020.16393442623
3840,02/03/2020,2,3,2020,1,0,Kuwait,KW,KWT,4137309,2020.16666666667
3839,03/03/2020,3,3,2020,10,0,Kuwait,KW,KWT,4137309,2020.1693989071
3838,06/03/2020,6,3,2020,2,0,Kuwait,KW,KWT,4137309,2020.17759562842
3837,08/03/2020,8,3,2020,3,0,Kuwait,KW,KWT,4137309,2020.18306010929
3836,09/03/2020,9,3,2020,3,0,Kuwait,KW,KWT,4137309,2020.18579234973
3835,10/03/2020,10,3,2020,1,0,Kuwait,KW,KWT,4137309,2020.18852459016
3834,11/03/2020,11,3,2020,4,0,Kuwait,KW,KWT,4137309,2020.1912568306
3833,12/03/2020,12,3,2020,3,0,Kuwait,KW,KWT,4137309,2020.19398907104
3832,13/03/2020,13,3,2020,8,0,Kuwait,KW,KWT,4137309,2020.19672131148
3831,14/03/2020,14,3,2020,20,0,Kuwait,KW,KWT,4137309,2020.19945355191
3830,15/03/2020,15,3,2020,4,0,Kuwait,KW,KWT,4137309,2020.20218579235
3829,16/03/2020,16,3,2020,8,0,Kuwait,KW,KWT,4137309,2020.20491803279
3828,17/03/2020,17,3,2020,11,0,Kuwait,KW,KWT,4137309,2020.20765027322
3827,18/03/2020,18,3,2020,7,0,Kuwait,KW,KWT,4137309,2020.21038251366
3826,19/03/2020,19,3,2020,12,0,Kuwait,KW,KWT,4137309,2020.2131147541
3825,20/03/2020,20,3,2020,6,0,Kuwait,KW,KWT,4137309,2020.21584699454
3824,21/03/2020,21,3,2020,11,0,Kuwait,KW,KWT,4137309,2020.21857923497
3823,22/03/2020,22,3,2020,17,0,Kuwait,KW,KWT,4137309,2020.22131147541
3822,23/03/2020,23,3,2020,12,0,Kuwait,KW,KWT,4137309,2020.22404371585
3821,24/03/2020,24,3,2020,1,0,Kuwait,KW,KWT,4137309,2020.22677595628
3820,25/03/2020,25,3,2020,2,0,Kuwait,KW,KWT,4137309,2020.22950819672
3819,26/03/2020,26,3,2020,4,0,Kuwait,KW,KWT,4137309,2020.23224043716
3818,27/03/2020,27,3,2020,13,0,Kuwait,KW,KWT,4137309,2020.2349726776
3817,28/03/2020,28,3,2020,17,0,Kuwait,KW,KWT,4137309,2020.23770491803
3912,19/03/2020,19,3,2020,3,0,Kyrgyzstan,KG,KGZ,6315800,2020.2131147541
3911,20/03/2020,20,3,2020,3,0,Kyrgyzstan,KG,KGZ,6315800,2020.21584699454
3910,21/03/2020,21,3,2020,0,0,Kyrgyzstan,KG,KGZ,6315800,2020.21857923497
3909,22/03/2020,22,3,2020,8,0,Kyrgyzstan,KG,KGZ,6315800,2020.22131147541
3908,23/03/2020,23,3,2020,0,0,Kyrgyzstan,KG,KGZ,6315800,2020.22404371585
3907,24/03/2020,24,3,2020,2,0,Kyrgyzstan,KG,KGZ,6315800,2020.22677595628
